"code","station","date","latitude","longitude","air_temp","wd","ws"
"466960-99999","SUNGSHAN, TW",2017-03-01 23:00:00,25.069444,121.551667,16,85,4.85
"466960-99999","SUNGSHAN, TW",2017-03-02,25.069444,121.551667,16.5,80,4.85
"466960-99999","SUNGSHAN, TW",2017-03-02 01:00:00,25.069444,121.551667,17,80,5.7
"466960-99999","SUNGSHAN, TW",2017-03-02 02:00:00,25.069444,121.551667,16.5,75,6.05
"466960-99999","SUNGSHAN, TW",2017-03-02 03:00:00,25.069444,121.551667,15.6666666666667,80,5.46666666666667
"466960-99999","SUNGSHAN, TW",2017-03-02 04:00:00,25.069444,121.551667,15,80,6.53333333333333
"466960-99999","SUNGSHAN, TW",2017-03-02 05:00:00,25.069444,121.551667,15.5,75,5.15
"466960-99999","SUNGSHAN, TW",2017-03-02 06:00:00,25.069444,121.551667,15.5,85,6.2
"466960-99999","SUNGSHAN, TW",2017-03-02 07:00:00,25.069444,121.551667,15,90,6.7
"466960-99999","SUNGSHAN, TW",2017-03-02 08:00:00,25.069444,121.551667,15,80,6.45
"466960-99999","SUNGSHAN, TW",2017-03-02 09:00:00,25.069444,121.551667,14,80,6.7
"466960-99999","SUNGSHAN, TW",2017-03-02 10:00:00,25.069444,121.551667,13.5,75,4.6
"466960-99999","SUNGSHAN, TW",2017-03-02 11:00:00,25.069444,121.551667,13,80,5.15
"466960-99999","SUNGSHAN, TW",2017-03-02 12:00:00,25.069444,121.551667,13,85,5.4
"466960-99999","SUNGSHAN, TW",2017-03-02 13:00:00,25.069444,121.551667,12.5,90,5.7
"466960-99999","SUNGSHAN, TW",2017-03-02 14:00:00,25.069444,121.551667,12.5,85,5.1
"466960-99999","SUNGSHAN, TW",2017-03-02 15:00:00,25.069444,121.551667,12,100,5.7
"466960-99999","SUNGSHAN, TW",2017-03-02 16:00:00,25.069444,121.551667,13,100,5.7
"466960-99999","SUNGSHAN, TW",2017-03-02 17:00:00,25.069444,121.551667,13,100,6.2
"466960-99999","SUNGSHAN, TW",2017-03-02 18:00:00,25.069444,121.551667,13,100,6.7
"466960-99999","SUNGSHAN, TW",2017-03-02 19:00:00,25.069444,121.551667,13,110,7.7
"466960-99999","SUNGSHAN, TW",2017-03-02 20:00:00,25.069444,121.551667,14,100,6.7
"466960-99999","SUNGSHAN, TW",2017-03-02 21:00:00,25.069444,121.551667,14,100,7.2
"466960-99999","SUNGSHAN, TW",2017-03-02 22:00:00,25.069444,121.551667,14.5,90,6.7
"466960-99999","SUNGSHAN, TW",2017-03-02 23:00:00,25.069444,121.551667,15,90,6.2
"466960-99999","SUNGSHAN, TW",2017-03-03,25.069444,121.551667,16,85,6.7
"466960-99999","SUNGSHAN, TW",2017-03-03 01:00:00,25.069444,121.551667,18,80,6.45
"466960-99999","SUNGSHAN, TW",2017-03-03 02:00:00,25.069444,121.551667,19.5,85,6.2
"466960-99999","SUNGSHAN, TW",2017-03-03 03:00:00,25.069444,121.551667,20,80,6.2
"466960-99999","SUNGSHAN, TW",2017-03-03 04:00:00,25.069444,121.551667,21,85,6.45
"466960-99999","SUNGSHAN, TW",2017-03-03 05:00:00,25.069444,121.551667,20,75,4.85
"466960-99999","SUNGSHAN, TW",2017-03-03 06:00:00,25.069444,121.551667,19,70,4.1
"466960-99999","SUNGSHAN, TW",2017-03-03 07:00:00,25.069444,121.551667,19,80,5.1
"466960-99999","SUNGSHAN, TW",2017-03-03 08:00:00,25.069444,121.551667,19,80,5.1
"466960-99999","SUNGSHAN, TW",2017-03-03 09:00:00,25.069444,121.551667,18,85,4.85
"466960-99999","SUNGSHAN, TW",2017-03-03 10:00:00,25.069444,121.551667,17.5,80,4.35
"466960-99999","SUNGSHAN, TW",2017-03-03 11:00:00,25.069444,121.551667,17.5,90,3.85
"466960-99999","SUNGSHAN, TW",2017-03-03 12:00:00,25.069444,121.551667,17,95,3.35
"466960-99999","SUNGSHAN, TW",2017-03-03 13:00:00,25.069444,121.551667,17,90,2.35
"466960-99999","SUNGSHAN, TW",2017-03-03 14:00:00,25.069444,121.551667,16.5,100,2.1
"466960-99999","SUNGSHAN, TW",2017-03-03 15:00:00,25.069444,121.551667,17,95,1.8
"466960-99999","SUNGSHAN, TW",2017-03-03 16:00:00,25.069444,121.551667,17,110,1
"466960-99999","SUNGSHAN, TW",2017-03-03 17:00:00,25.069444,121.551667,17,NA,0.5
"466960-99999","SUNGSHAN, TW",2017-03-03 18:00:00,25.069444,121.551667,17,260,1.5
"466960-99999","SUNGSHAN, TW",2017-03-03 19:00:00,25.069444,121.551667,17,270,2.1
"466960-99999","SUNGSHAN, TW",2017-03-03 20:00:00,25.069444,121.551667,17,190,2.1
"466960-99999","SUNGSHAN, TW",2017-03-03 21:00:00,25.069444,121.551667,16,320,1.3
"466960-99999","SUNGSHAN, TW",2017-03-03 22:00:00,25.069444,121.551667,16,NA,0.833333333333333
"466960-99999","SUNGSHAN, TW",2017-03-03 23:00:00,25.069444,121.551667,16,330,1
"466960-99999","SUNGSHAN, TW",2017-03-04,25.069444,121.551667,17.5,270,1.55
"466960-99999","SUNGSHAN, TW",2017-03-04 01:00:00,25.069444,121.551667,19.5,NA,0.75
"466960-99999","SUNGSHAN, TW",2017-03-04 02:00:00,25.069444,121.551667,20,230,1.25
"466960-99999","SUNGSHAN, TW",2017-03-04 03:00:00,25.069444,121.551667,21.5,310,1.55
"466960-99999","SUNGSHAN, TW",2017-03-04 04:00:00,25.069444,121.551667,22,300,2.35
"466960-99999","SUNGSHAN, TW",2017-03-04 05:00:00,25.069444,121.551667,20,295,2.6
"466960-99999","SUNGSHAN, TW",2017-03-04 06:00:00,25.069444,121.551667,21,275,2.05
"466960-99999","SUNGSHAN, TW",2017-03-04 07:00:00,25.069444,121.551667,21,280,2.6
"466960-99999","SUNGSHAN, TW",2017-03-04 08:00:00,25.069444,121.551667,22,NA,1.25
"466960-99999","SUNGSHAN, TW",2017-03-04 09:00:00,25.069444,121.551667,21,270,1.8
"466960-99999","SUNGSHAN, TW",2017-03-04 10:00:00,25.069444,121.551667,18,95,3.35
"466960-99999","SUNGSHAN, TW",2017-03-04 11:00:00,25.069444,121.551667,17.5,95,3.1
"466960-99999","SUNGSHAN, TW",2017-03-04 12:00:00,25.069444,121.551667,17,90,1.3
"466960-99999","SUNGSHAN, TW",2017-03-04 13:00:00,25.069444,121.551667,17,90,2.1
"466960-99999","SUNGSHAN, TW",2017-03-04 14:00:00,25.069444,121.551667,16.5,175,1
"466960-99999","SUNGSHAN, TW",2017-03-04 15:00:00,25.069444,121.551667,15.5,65,0.75
"466960-99999","SUNGSHAN, TW",2017-03-04 16:00:00,25.069444,121.551667,15,100,1.5
"466960-99999","SUNGSHAN, TW",2017-03-04 17:00:00,25.069444,121.551667,15,260,2.1
"466960-99999","SUNGSHAN, TW",2017-03-04 18:00:00,25.069444,121.551667,16,NA,1
"466960-99999","SUNGSHAN, TW",2017-03-04 19:00:00,25.069444,121.551667,16,NA,0.5
"466960-99999","SUNGSHAN, TW",2017-03-04 20:00:00,25.069444,121.551667,15,NA,1
"466960-99999","SUNGSHAN, TW",2017-03-04 21:00:00,25.069444,121.551667,15,260,1.5
"466960-99999","SUNGSHAN, TW",2017-03-04 22:00:00,25.069444,121.551667,15,NA,0.75
"466960-99999","SUNGSHAN, TW",2017-03-04 23:00:00,25.069444,121.551667,17,280,1
"466960-99999","SUNGSHAN, TW",2017-03-05,25.069444,121.551667,18.5,280,1.5
"466960-99999","SUNGSHAN, TW",2017-03-05 01:00:00,25.069444,121.551667,21,300,2.05
"466960-99999","SUNGSHAN, TW",2017-03-05 02:00:00,25.069444,121.551667,23,285,2.1
"466960-99999","SUNGSHAN, TW",2017-03-05 03:00:00,25.069444,121.551667,25,290,2.35
"466960-99999","SUNGSHAN, TW",2017-03-05 04:00:00,25.069444,121.551667,26,290,2.85
"466960-99999","SUNGSHAN, TW",2017-03-05 05:00:00,25.069444,121.551667,26.6666666666667,275,3.26666666666667
"466960-99999","SUNGSHAN, TW",2017-03-05 06:00:00,25.069444,121.551667,26,300,4.6
"466960-99999","SUNGSHAN, TW",2017-03-05 07:00:00,25.069444,121.551667,25,305,3.85
"466960-99999","SUNGSHAN, TW",2017-03-05 08:00:00,25.069444,121.551667,24,305,3.35
"466960-99999","SUNGSHAN, TW",2017-03-05 09:00:00,25.069444,121.551667,24,296.666666666667,2.06666666666667
"466960-99999","SUNGSHAN, TW",2017-03-05 10:00:00,25.069444,121.551667,22,90,1.3
"466960-99999","SUNGSHAN, TW",2017-03-05 11:00:00,25.069444,121.551667,19.6666666666667,90,2.23333333333333
"466960-99999","SUNGSHAN, TW",2017-03-05 12:00:00,25.069444,121.551667,20,110,1.8
"466960-99999","SUNGSHAN, TW",2017-03-05 13:00:00,25.069444,121.551667,19.6666666666667,93.3333333333333,3.1
"466960-99999","SUNGSHAN, TW",2017-03-05 14:00:00,25.069444,121.551667,19,100,3.1
"466960-99999","SUNGSHAN, TW",2017-03-05 15:00:00,25.069444,121.551667,19,110,2.05
"466960-99999","SUNGSHAN, TW",2017-03-05 16:00:00,25.069444,121.551667,19.5,110,1
"466960-99999","SUNGSHAN, TW",2017-03-05 17:00:00,25.069444,121.551667,19.75,NA,1.15
"466960-99999","SUNGSHAN, TW",2017-03-05 18:00:00,25.069444,121.551667,18,270,4.1
"466960-99999","SUNGSHAN, TW",2017-03-05 19:00:00,25.069444,121.551667,17,110,5.7
"466960-99999","SUNGSHAN, TW",2017-03-05 20:00:00,25.069444,121.551667,16,130,2.6
"466960-99999","SUNGSHAN, TW",2017-03-05 21:00:00,25.069444,121.551667,16.5,155,2.3
"466960-99999","SUNGSHAN, TW",2017-03-05 22:00:00,25.069444,121.551667,16,120,1.25
"466960-99999","SUNGSHAN, TW",2017-03-05 23:00:00,25.069444,121.551667,16,NA,1.25
"466960-99999","SUNGSHAN, TW",2017-03-06,25.069444,121.551667,16,60,2.73333333333333
"466960-99999","SUNGSHAN, TW",2017-03-06 01:00:00,25.069444,121.551667,16,65,2.35
"466960-99999","SUNGSHAN, TW",2017-03-06 02:00:00,25.069444,121.551667,16.5,40,2.85
"466960-99999","SUNGSHAN, TW",2017-03-06 03:00:00,25.069444,121.551667,16.5,60,2.3
"466960-99999","SUNGSHAN, TW",2017-03-06 04:00:00,25.069444,121.551667,16,50,2.85
"466960-99999","SUNGSHAN, TW",2017-03-06 05:00:00,25.069444,121.551667,16,55,3.1
"466960-99999","SUNGSHAN, TW",2017-03-06 06:00:00,25.069444,121.551667,16,40,2.1
"466960-99999","SUNGSHAN, TW",2017-03-06 07:00:00,25.069444,121.551667,16,35,2.6
"466960-99999","SUNGSHAN, TW",2017-03-06 08:00:00,25.069444,121.551667,16,85,3.85
"466960-99999","SUNGSHAN, TW",2017-03-06 09:00:00,25.069444,121.551667,16,75,2.85
"466960-99999","SUNGSHAN, TW",2017-03-06 10:00:00,25.069444,121.551667,16,75,2.85
"466960-99999","SUNGSHAN, TW",2017-03-06 11:00:00,25.069444,121.551667,16,70,4.1
"466960-99999","SUNGSHAN, TW",2017-03-06 12:00:00,25.069444,121.551667,16,70,3.76666666666667
"466960-99999","SUNGSHAN, TW",2017-03-06 13:00:00,25.069444,121.551667,16,65,4.1
"466960-99999","SUNGSHAN, TW",2017-03-06 14:00:00,25.069444,121.551667,16,75,4.6
"466960-99999","SUNGSHAN, TW",2017-03-06 15:00:00,25.069444,121.551667,15,80,4.96666666666667
"466960-99999","SUNGSHAN, TW",2017-03-06 16:00:00,25.069444,121.551667,15,70,4.1
"466960-99999","SUNGSHAN, TW",2017-03-06 17:00:00,25.069444,121.551667,14,80,5.1
"466960-99999","SUNGSHAN, TW",2017-03-06 18:00:00,25.069444,121.551667,14,90,4.6
"466960-99999","SUNGSHAN, TW",2017-03-06 19:00:00,25.069444,121.551667,14,90,5.1
"466960-99999","SUNGSHAN, TW",2017-03-06 20:00:00,25.069444,121.551667,14,90,5.7
"466960-99999","SUNGSHAN, TW",2017-03-06 21:00:00,25.069444,121.551667,14,90,6.2
"466960-99999","SUNGSHAN, TW",2017-03-06 22:00:00,25.069444,121.551667,15,75,4.35
"466960-99999","SUNGSHAN, TW",2017-03-06 23:00:00,25.069444,121.551667,15,75,3.85
"466960-99999","SUNGSHAN, TW",2017-03-07,25.069444,121.551667,15.5,80,4.35
"466960-99999","SUNGSHAN, TW",2017-03-07 01:00:00,25.069444,121.551667,16,70,3.6
"466960-99999","SUNGSHAN, TW",2017-03-07 02:00:00,25.069444,121.551667,16,80,4.85
"466960-99999","SUNGSHAN, TW",2017-03-07 03:00:00,25.069444,121.551667,16,85,4.35
"466960-99999","SUNGSHAN, TW",2017-03-07 04:00:00,25.069444,121.551667,15.3333333333333,76.6666666666667,4.6
"466960-99999","SUNGSHAN, TW",2017-03-07 05:00:00,25.069444,121.551667,15,80,3.35
"466960-99999","SUNGSHAN, TW",2017-03-07 06:00:00,25.069444,121.551667,15,70,3.1
"466960-99999","SUNGSHAN, TW",2017-03-07 07:00:00,25.069444,121.551667,14,90,3.85
"466960-99999","SUNGSHAN, TW",2017-03-07 08:00:00,25.069444,121.551667,13,105,4.1
"466960-99999","SUNGSHAN, TW",2017-03-07 09:00:00,25.069444,121.551667,13,90,3.85
"466960-99999","SUNGSHAN, TW",2017-03-07 10:00:00,25.069444,121.551667,12,92.5,3.725
"466960-99999","SUNGSHAN, TW",2017-03-07 11:00:00,25.069444,121.551667,12,100,4.93333333333333
"466960-99999","SUNGSHAN, TW",2017-03-07 12:00:00,25.069444,121.551667,12,105,5.1
"466960-99999","SUNGSHAN, TW",2017-03-07 13:00:00,25.069444,121.551667,12,110,4.6
"466960-99999","SUNGSHAN, TW",2017-03-07 14:00:00,25.069444,121.551667,12.5,115,3.6
"466960-99999","SUNGSHAN, TW",2017-03-07 15:00:00,25.069444,121.551667,12.5,105,4.1
"466960-99999","SUNGSHAN, TW",2017-03-07 16:00:00,25.069444,121.551667,12.5,115,3.1
"466960-99999","SUNGSHAN, TW",2017-03-07 17:00:00,25.069444,121.551667,13,110,3.1
"466960-99999","SUNGSHAN, TW",2017-03-07 18:00:00,25.069444,121.551667,13,130,2.6
"466960-99999","SUNGSHAN, TW",2017-03-07 19:00:00,25.069444,121.551667,13,120,2.6
"466960-99999","SUNGSHAN, TW",2017-03-07 20:00:00,25.069444,121.551667,13,90,2.1
"466960-99999","SUNGSHAN, TW",2017-03-07 21:00:00,25.069444,121.551667,13,105,1.8
"466960-99999","SUNGSHAN, TW",2017-03-07 22:00:00,25.069444,121.551667,13.5,95,2.55
"466960-99999","SUNGSHAN, TW",2017-03-07 23:00:00,25.069444,121.551667,14,105,3.35
"466960-99999","SUNGSHAN, TW",2017-03-08,25.069444,121.551667,14.6666666666667,106.666666666667,3.43333333333333
"466960-99999","SUNGSHAN, TW",2017-03-08 01:00:00,25.069444,121.551667,15,110,3.1
"466960-99999","SUNGSHAN, TW",2017-03-08 02:00:00,25.069444,121.551667,15,110,3.35
"466960-99999","SUNGSHAN, TW",2017-03-08 03:00:00,25.069444,121.551667,15,100,2.85
"466960-99999","SUNGSHAN, TW",2017-03-08 04:00:00,25.069444,121.551667,15,95,2.1
"466960-99999","SUNGSHAN, TW",2017-03-08 05:00:00,25.069444,121.551667,15,110,2.35
"466960-99999","SUNGSHAN, TW",2017-03-08 06:00:00,25.069444,121.551667,15,96.6666666666667,3.76666666666667
"466960-99999","SUNGSHAN, TW",2017-03-08 07:00:00,25.069444,121.551667,15,105,4.1
"466960-99999","SUNGSHAN, TW",2017-03-08 08:00:00,25.069444,121.551667,15,90,3.6
"466960-99999","SUNGSHAN, TW",2017-03-08 09:00:00,25.069444,121.551667,14.5,95,4.1
"466960-99999","SUNGSHAN, TW",2017-03-08 10:00:00,25.069444,121.551667,13.3333333333333,100,6.03333333333333
"466960-99999","SUNGSHAN, TW",2017-03-08 11:00:00,25.069444,121.551667,13,105,6.2
"466960-99999","SUNGSHAN, TW",2017-03-08 12:00:00,25.069444,121.551667,13,110,5.65
"466960-99999","SUNGSHAN, TW",2017-03-08 13:00:00,25.069444,121.551667,14,100,5.4
"466960-99999","SUNGSHAN, TW",2017-03-08 14:00:00,25.069444,121.551667,14,110,4.6
"466960-99999","SUNGSHAN, TW",2017-03-08 15:00:00,25.069444,121.551667,14,110,3.85
"466960-99999","SUNGSHAN, TW",2017-03-08 16:00:00,25.069444,121.551667,14,90,3.6
"466960-99999","SUNGSHAN, TW",2017-03-08 17:00:00,25.069444,121.551667,14,90,4.1
"466960-99999","SUNGSHAN, TW",2017-03-08 18:00:00,25.069444,121.551667,14,90,4.1
"466960-99999","SUNGSHAN, TW",2017-03-08 19:00:00,25.069444,121.551667,14,90,3.6
"466960-99999","SUNGSHAN, TW",2017-03-08 20:00:00,25.069444,121.551667,15,90,4.1
"466960-99999","SUNGSHAN, TW",2017-03-08 21:00:00,25.069444,121.551667,15,100,5.7
"466960-99999","SUNGSHAN, TW",2017-03-08 22:00:00,25.069444,121.551667,15.5,95,6.7
"466960-99999","SUNGSHAN, TW",2017-03-08 23:00:00,25.069444,121.551667,16,90,5.4
"466960-99999","SUNGSHAN, TW",2017-03-09,25.069444,121.551667,17,90,5.95
"466960-99999","SUNGSHAN, TW",2017-03-09 01:00:00,25.069444,121.551667,17,95,6.45
"466960-99999","SUNGSHAN, TW",2017-03-09 02:00:00,25.069444,121.551667,18,80,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 03:00:00,25.069444,121.551667,18,80,5.4
"466960-99999","SUNGSHAN, TW",2017-03-09 04:00:00,25.069444,121.551667,17.3333333333333,80,6.03333333333333
"466960-99999","SUNGSHAN, TW",2017-03-09 05:00:00,25.069444,121.551667,17,80,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 06:00:00,25.069444,121.551667,16.25,80,6.575
"466960-99999","SUNGSHAN, TW",2017-03-09 07:00:00,25.069444,121.551667,15.3333333333333,90,7.2
"466960-99999","SUNGSHAN, TW",2017-03-09 08:00:00,25.069444,121.551667,15,90,7.2
"466960-99999","SUNGSHAN, TW",2017-03-09 09:00:00,25.069444,121.551667,15,90,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 10:00:00,25.069444,121.551667,16,90,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 11:00:00,25.069444,121.551667,16,90,6.7
"466960-99999","SUNGSHAN, TW",2017-03-09 12:00:00,25.069444,121.551667,16,90,6.53333333333333
"466960-99999","SUNGSHAN, TW",2017-03-09 13:00:00,25.069444,121.551667,16,90,6.36666666666667
"466960-99999","SUNGSHAN, TW",2017-03-09 14:00:00,25.069444,121.551667,16.6666666666667,90,6.53333333333333
"466960-99999","SUNGSHAN, TW",2017-03-09 15:00:00,25.069444,121.551667,17,90,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 16:00:00,25.069444,121.551667,17.5,85,6.7
"466960-99999","SUNGSHAN, TW",2017-03-09 17:00:00,25.069444,121.551667,18,80,6.2
"466960-99999","SUNGSHAN, TW",2017-03-09 18:00:00,25.069444,121.551667,17,90,4.6
"466960-99999","SUNGSHAN, TW",2017-03-09 19:00:00,25.069444,121.551667,17,100,5.1
"466960-99999","SUNGSHAN, TW",2017-03-09 20:00:00,25.069444,121.551667,17.5,105,3.85
"466960-99999","SUNGSHAN, TW",2017-03-09 21:00:00,25.069444,121.551667,17,120,4.35
"466960-99999","SUNGSHAN, TW",2017-03-09 22:00:00,25.069444,121.551667,17,130,3.6
"466960-99999","SUNGSHAN, TW",2017-03-09 23:00:00,25.069444,121.551667,18,105,4.6
"466960-99999","SUNGSHAN, TW",2017-03-10,25.069444,121.551667,18,93.3333333333333,5.13333333333333
"466960-99999","SUNGSHAN, TW",2017-03-10 01:00:00,25.069444,121.551667,18,85,4.9
"466960-99999","SUNGSHAN, TW",2017-03-10 02:00:00,25.069444,121.551667,18,105,4.65
"466960-99999","SUNGSHAN, TW",2017-03-10 03:00:00,25.069444,121.551667,18,100,5.1
"466960-99999","SUNGSHAN, TW",2017-03-10 04:00:00,25.069444,121.551667,18,100,6.7
"466960-99999","SUNGSHAN, TW",2017-03-10 05:00:00,25.069444,121.551667,18,105,6.95
"466960-99999","SUNGSHAN, TW",2017-03-10 06:00:00,25.069444,121.551667,18,130,2.76666666666667
"466960-99999","SUNGSHAN, TW",2017-03-10 07:00:00,25.069444,121.551667,18,120,4.1
"466960-99999","SUNGSHAN, TW",2017-03-10 08:00:00,25.069444,121.551667,18,126.666666666667,3.1
"466960-99999","SUNGSHAN, TW",2017-03-10 09:00:00,25.069444,121.551667,18,120,1.16666666666667
"466960-99999","SUNGSHAN, TW",2017-03-10 10:00:00,25.069444,121.551667,18,117.5,2.45
"466960-99999","SUNGSHAN, TW",2017-03-10 11:00:00,25.069444,121.551667,18,233.333333333333,1.84
"466960-99999","SUNGSHAN, TW",2017-03-10 12:00:00,25.069444,121.551667,18,360,2.575
"466960-99999","SUNGSHAN, TW",2017-03-10 13:00:00,25.069444,121.551667,18,70,3.6
"466960-99999","SUNGSHAN, TW",2017-03-10 14:00:00,25.069444,121.551667,17.6666666666667,93.3333333333333,3.43333333333333
"466960-99999","SUNGSHAN, TW",2017-03-10 15:00:00,25.069444,121.551667,17.5,87.5,4.375
"466960-99999","SUNGSHAN, TW",2017-03-10 16:00:00,25.069444,121.551667,17,100,6.86666666666667
"466960-99999","SUNGSHAN, TW",2017-03-10 17:00:00,25.069444,121.551667,17,120,7.2
"466960-99999","SUNGSHAN, TW",2017-03-10 18:00:00,25.069444,121.551667,17,110,6.2
"466960-99999","SUNGSHAN, TW",2017-03-10 19:00:00,25.069444,121.551667,17,100,5.1
"466960-99999","SUNGSHAN, TW",2017-03-10 20:00:00,25.069444,121.551667,17,110,4.85
"466960-99999","SUNGSHAN, TW",2017-03-10 21:00:00,25.069444,121.551667,17,110,4.6
"466960-99999","SUNGSHAN, TW",2017-03-10 22:00:00,25.069444,121.551667,17.5,115,4.1
"466960-99999","SUNGSHAN, TW",2017-03-10 23:00:00,25.069444,121.551667,18,120,4.6
"466960-99999","SUNGSHAN, TW",2017-03-11,25.069444,121.551667,19,120,4.6
"466960-99999","SUNGSHAN, TW",2017-03-11 01:00:00,25.069444,121.551667,19.5,125,3.6
"466960-99999","SUNGSHAN, TW",2017-03-11 02:00:00,25.069444,121.551667,21,110,4.35
"466960-99999","SUNGSHAN, TW",2017-03-11 03:00:00,25.069444,121.551667,22,90,5.4
"466960-99999","SUNGSHAN, TW",2017-03-11 04:00:00,25.069444,121.551667,22.5,85,5.4
"466960-99999","SUNGSHAN, TW",2017-03-11 05:00:00,25.069444,121.551667,23.5,100,6.2
"466960-99999","SUNGSHAN, TW",2017-03-11 06:00:00,25.069444,121.551667,23,95,5.1
"466960-99999","SUNGSHAN, TW",2017-03-11 07:00:00,25.069444,121.551667,22.5,85,5.65
"466960-99999","SUNGSHAN, TW",2017-03-11 08:00:00,25.069444,121.551667,22,90,4.85
"466960-99999","SUNGSHAN, TW",2017-03-11 09:00:00,25.069444,121.551667,21.5,85,4.6
"466960-99999","SUNGSHAN, TW",2017-03-11 10:00:00,25.069444,121.551667,20.5,90,4.85
"466960-99999","SUNGSHAN, TW",2017-03-11 11:00:00,25.069444,121.551667,19.5,95,3.6
"466960-99999","SUNGSHAN, TW",2017-03-11 12:00:00,25.069444,121.551667,19,105,2.85
"466960-99999","SUNGSHAN, TW",2017-03-11 13:00:00,25.069444,121.551667,19.5,110,2.85
"466960-99999","SUNGSHAN, TW",2017-03-11 14:00:00,25.069444,121.551667,19,100,3.6
"466960-99999","SUNGSHAN, TW",2017-03-11 15:00:00,25.069444,121.551667,19,115,4.9
"466960-99999","SUNGSHAN, TW",2017-03-11 16:00:00,25.069444,121.551667,19,130,4.1
"466960-99999","SUNGSHAN, TW",2017-03-11 17:00:00,25.069444,121.551667,20,100,4.1
"466960-99999","SUNGSHAN, TW",2017-03-11 18:00:00,25.069444,121.551667,19,120,3.6
"466960-99999","SUNGSHAN, TW",2017-03-11 19:00:00,25.069444,121.551667,20,100,4.1
"466960-99999","SUNGSHAN, TW",2017-03-11 20:00:00,25.069444,121.551667,20,120,2.6
"466960-99999","SUNGSHAN, TW",2017-03-11 21:00:00,25.069444,121.551667,20,NA,1
"466960-99999","SUNGSHAN, TW",2017-03-11 22:00:00,25.069444,121.551667,19,290,1.8
"466960-99999","SUNGSHAN, TW",2017-03-11 23:00:00,25.069444,121.551667,19.5,100,1.3
"466960-99999","SUNGSHAN, TW",2017-03-12,25.069444,121.551667,21.5,280,2.05
"466960-99999","SUNGSHAN, TW",2017-03-12 01:00:00,25.069444,121.551667,23,220,3.1
"466960-99999","SUNGSHAN, TW",2017-03-12 02:00:00,25.069444,121.551667,24.6666666666667,260,3.1
"466960-99999","SUNGSHAN, TW",2017-03-12 03:00:00,25.069444,121.551667,25.3333333333333,263.333333333333,2.6
"466960-99999","SUNGSHAN, TW",2017-03-12 04:00:00,25.069444,121.551667,26.5,NA,1.8
"466960-99999","SUNGSHAN, TW",2017-03-12 05:00:00,25.069444,121.551667,26.5,110,3.85
"466960-99999","SUNGSHAN, TW",2017-03-12 06:00:00,25.069444,121.551667,27,125,3.85
"466960-99999","SUNGSHAN, TW",2017-03-12 07:00:00,25.069444,121.551667,26.3333333333333,275,4.63333333333333
"466960-99999","SUNGSHAN, TW",2017-03-12 08:00:00,25.069444,121.551667,22.5,280,5.9
"466960-99999","SUNGSHAN, TW",2017-03-12 09:00:00,25.069444,121.551667,21,266.666666666667,3.1
"466960-99999","SUNGSHAN, TW",2017-03-12 10:00:00,25.069444,121.551667,21,290,2.93333333333333
"466960-99999","SUNGSHAN, TW",2017-03-12 11:00:00,25.069444,121.551667,20.5,295,3.1
"466960-99999","SUNGSHAN, TW",2017-03-12 12:00:00,25.069444,121.551667,20,290,3.6
"466960-99999","SUNGSHAN, TW",2017-03-12 13:00:00,25.069444,121.551667,19.5,272.5,2.475
"466960-99999","SUNGSHAN, TW",2017-03-12 14:00:00,25.069444,121.551667,20,260,0.775
"466960-99999","SUNGSHAN, TW",2017-03-12 15:00:00,25.069444,121.551667,20,NA,0.75
"466960-99999","SUNGSHAN, TW",2017-03-12 16:00:00,25.069444,121.551667,20,NA,1
"466960-99999","SUNGSHAN, TW",2017-03-12 17:00:00,25.069444,121.551667,21,295,2.1
"466960-99999","SUNGSHAN, TW",2017-03-12 18:00:00,25.069444,121.551667,21,290,2.6
"466960-99999","SUNGSHAN, TW",2017-03-12 19:00:00,25.069444,121.551667,21,300,2.1
"466960-99999","SUNGSHAN, TW",2017-03-12 20:00:00,25.069444,121.551667,21,300,1.5
"466960-99999","SUNGSHAN, TW",2017-03-12 21:00:00,25.069444,121.551667,21.25,297.5,2.85
"466960-99999","SUNGSHAN, TW",2017-03-12 22:00:00,25.069444,121.551667,21,267.5,2.225
"466960-99999","SUNGSHAN, TW",2017-03-12 23:00:00,25.069444,121.551667,21,253.333333333333,1.9
"466960-99999","SUNGSHAN, TW",2017-03-13,25.069444,121.551667,20.5,270,1.8
"466960-99999","SUNGSHAN, TW",2017-03-13 01:00:00,25.069444,121.551667,18.3333333333333,100,5.5
"466960-99999","SUNGSHAN, TW",2017-03-13 02:00:00,25.069444,121.551667,18,105,5.15
"466960-99999","SUNGSHAN, TW",2017-03-13 03:00:00,25.069444,121.551667,18,107.5,3.1
"466960-99999","SUNGSHAN, TW",2017-03-13 04:00:00,25.069444,121.551667,18,103.333333333333,2.76666666666667
"466960-99999","SUNGSHAN, TW",2017-03-13 05:00:00,25.069444,121.551667,17.5,110,2.6
"466960-99999","SUNGSHAN, TW",2017-03-13 06:00:00,25.069444,121.551667,17,105,3.85
"466960-99999","SUNGSHAN, TW",2017-03-13 07:00:00,25.069444,121.551667,16.5,110,4.35
