"code","station","date","latitude","longitude","air_temp","wd","ws"
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-02-28 23:00:00,25.077731,121.232822,14.3333333333333,43.3333333333333,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01,25.077731,121.232822,15,25,3.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 01:00:00,25.077731,121.232822,15,10,4.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 02:00:00,25.077731,121.232822,16.5,10,5.4
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 03:00:00,25.077731,121.232822,16.5,185,5.65
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 04:00:00,25.077731,121.232822,16.5,185,3.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 05:00:00,25.077731,121.232822,17,190,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 06:00:00,25.077731,121.232822,17,190,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 07:00:00,25.077731,121.232822,17,15,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 08:00:00,25.077731,121.232822,16,185,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 09:00:00,25.077731,121.232822,16,15,1.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 10:00:00,25.077731,121.232822,16,350,1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 11:00:00,25.077731,121.232822,15.5,40,1.25
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 12:00:00,25.077731,121.232822,16.5,90,1.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 13:00:00,25.077731,121.232822,16,NA,0.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 14:00:00,25.077731,121.232822,15,180,1.25
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 15:00:00,25.077731,121.232822,15.5,70,1.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 16:00:00,25.077731,121.232822,16.5,150,1.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 17:00:00,25.077731,121.232822,14,165,1.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 18:00:00,25.077731,121.232822,14,40,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 19:00:00,25.077731,121.232822,14.5,50,4.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 20:00:00,25.077731,121.232822,15,95,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 21:00:00,25.077731,121.232822,14,100,2.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 22:00:00,25.077731,121.232822,15,63.3333333333333,7.03333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-01 23:00:00,25.077731,121.232822,16,55,10.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02,25.077731,121.232822,16,50,11.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 01:00:00,25.077731,121.232822,16,40,12.65
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 02:00:00,25.077731,121.232822,16,40,13.4
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 03:00:00,25.077731,121.232822,16,40,12.9
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 04:00:00,25.077731,121.232822,15.5,40,12.65
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 05:00:00,25.077731,121.232822,15,40,12.65
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 06:00:00,25.077731,121.232822,15,40,12.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 07:00:00,25.077731,121.232822,15.5,40,12.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 08:00:00,25.077731,121.232822,14.6666666666667,40,12
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 09:00:00,25.077731,121.232822,14,45,11.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 10:00:00,25.077731,121.232822,13,55,10.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 11:00:00,25.077731,121.232822,12.5,70,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 12:00:00,25.077731,121.232822,12,60,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 13:00:00,25.077731,121.232822,12.5,60,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 14:00:00,25.077731,121.232822,12,55,8.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 15:00:00,25.077731,121.232822,12.5,55,8.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 16:00:00,25.077731,121.232822,12.5,60,8.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 17:00:00,25.077731,121.232822,12.5,60,6.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 18:00:00,25.077731,121.232822,13.5,50,6.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 19:00:00,25.077731,121.232822,13,60,6.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 20:00:00,25.077731,121.232822,13,60,6.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 21:00:00,25.077731,121.232822,13,60,5.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 22:00:00,25.077731,121.232822,14,60,7.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-02 23:00:00,25.077731,121.232822,15,65,6.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03,25.077731,121.232822,16.5,70,6.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 01:00:00,25.077731,121.232822,18,75,6.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 02:00:00,25.077731,121.232822,19,70,5.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 03:00:00,25.077731,121.232822,20.5,75,4.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 04:00:00,25.077731,121.232822,18.5,30,5.9
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 05:00:00,25.077731,121.232822,18.5,15,8.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 06:00:00,25.077731,121.232822,18,25,7.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 07:00:00,25.077731,121.232822,18.5,30,6.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 08:00:00,25.077731,121.232822,20,80,5.15
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 09:00:00,25.077731,121.232822,18.5,90,4.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 10:00:00,25.077731,121.232822,18,100,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 11:00:00,25.077731,121.232822,17,100,2.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 12:00:00,25.077731,121.232822,15.5,310,1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 13:00:00,25.077731,121.232822,15,NA,0.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 14:00:00,25.077731,121.232822,15,NA,0.25
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 15:00:00,25.077731,121.232822,15.5,165,1.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 16:00:00,25.077731,121.232822,16.3333333333333,230,1.9
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 17:00:00,25.077731,121.232822,16,330,1.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 18:00:00,25.077731,121.232822,15,245,1.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 19:00:00,25.077731,121.232822,16.3333333333333,170,2.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 20:00:00,25.077731,121.232822,16,190,0.866666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 21:00:00,25.077731,121.232822,16,143.333333333333,1.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 22:00:00,25.077731,121.232822,16,150,1.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-03 23:00:00,25.077731,121.232822,16,160,1.16666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04,25.077731,121.232822,17.5,130,1.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 01:00:00,25.077731,121.232822,19,320,1.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 02:00:00,25.077731,121.232822,18,185,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 03:00:00,25.077731,121.232822,18,345,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 04:00:00,25.077731,121.232822,18.5,335,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 05:00:00,25.077731,121.232822,18.5,185,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 06:00:00,25.077731,121.232822,18,360,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 07:00:00,25.077731,121.232822,18,25,3.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 08:00:00,25.077731,121.232822,18,15,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 09:00:00,25.077731,121.232822,17.5,190,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 10:00:00,25.077731,121.232822,16,30,2.93333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 11:00:00,25.077731,121.232822,15.6666666666667,130,1.53333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 12:00:00,25.077731,121.232822,16,107.5,2.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 13:00:00,25.077731,121.232822,16,40,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 14:00:00,25.077731,121.232822,16,115,2.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 15:00:00,25.077731,121.232822,17,200,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 16:00:00,25.077731,121.232822,16,205,2.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 17:00:00,25.077731,121.232822,16,110,0.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 18:00:00,25.077731,121.232822,16.5,100,1.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 19:00:00,25.077731,121.232822,16.3333333333333,150,2.23333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 20:00:00,25.077731,121.232822,16,60,2.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 21:00:00,25.077731,121.232822,16,137.5,2.475
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 22:00:00,25.077731,121.232822,16,160,3.76666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-04 23:00:00,25.077731,121.232822,17,225,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05,25.077731,121.232822,19,246.666666666667,1.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 01:00:00,25.077731,121.232822,19.5,300,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 02:00:00,25.077731,121.232822,21.6666666666667,265,1.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 03:00:00,25.077731,121.232822,21.5,330,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 04:00:00,25.077731,121.232822,23,320,3.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 05:00:00,25.077731,121.232822,22,326.666666666667,3.93333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 06:00:00,25.077731,121.232822,22,315,3.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 07:00:00,25.077731,121.232822,22,310,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 08:00:00,25.077731,121.232822,21.5,345,2.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 09:00:00,25.077731,121.232822,20.5,355,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 10:00:00,25.077731,121.232822,18.5,20,2.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 11:00:00,25.077731,121.232822,18.5,190,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 12:00:00,25.077731,121.232822,18,185,2.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 13:00:00,25.077731,121.232822,18,30,2.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 14:00:00,25.077731,121.232822,18,30,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 15:00:00,25.077731,121.232822,18,23.3333333333333,2.43333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 16:00:00,25.077731,121.232822,18,NA,1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 17:00:00,25.077731,121.232822,17.5,188,6.15
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 18:00:00,25.077731,121.232822,16,30,8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 19:00:00,25.077731,121.232822,16,27.5,7.075
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 20:00:00,25.077731,121.232822,15.6666666666667,23.3333333333333,8.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 21:00:00,25.077731,121.232822,15,30,6.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 22:00:00,25.077731,121.232822,14.5,25,7.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-05 23:00:00,25.077731,121.232822,14.3333333333333,23.3333333333333,8.93333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06,25.077731,121.232822,14.5,25,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 01:00:00,25.077731,121.232822,15,20,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 02:00:00,25.077731,121.232822,14,20,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 03:00:00,25.077731,121.232822,14,30,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 04:00:00,25.077731,121.232822,14,30,10.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 05:00:00,25.077731,121.232822,15,30,9.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 06:00:00,25.077731,121.232822,14.3333333333333,30,9.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 07:00:00,25.077731,121.232822,14,30,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 08:00:00,25.077731,121.232822,14.5,30,9.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 09:00:00,25.077731,121.232822,15,30,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 10:00:00,25.077731,121.232822,15,30,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 11:00:00,25.077731,121.232822,15,35,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 12:00:00,25.077731,121.232822,15,40,10.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 13:00:00,25.077731,121.232822,15,35,10.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 14:00:00,25.077731,121.232822,15,40,10.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 15:00:00,25.077731,121.232822,14.5,50,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 16:00:00,25.077731,121.232822,15,50,10.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 17:00:00,25.077731,121.232822,14.5,45,8.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 18:00:00,25.077731,121.232822,14.5,35,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 19:00:00,25.077731,121.232822,14.5,45,11.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 20:00:00,25.077731,121.232822,14,50,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 21:00:00,25.077731,121.232822,14,55,9.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 22:00:00,25.077731,121.232822,14,60,8.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-06 23:00:00,25.077731,121.232822,14.6666666666667,60,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07,25.077731,121.232822,15,45,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 01:00:00,25.077731,121.232822,15,45,11.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 02:00:00,25.077731,121.232822,15.5,50,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 03:00:00,25.077731,121.232822,15.3333333333333,43.3333333333333,9.46666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 04:00:00,25.077731,121.232822,14.5,45,7.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 05:00:00,25.077731,121.232822,14,45,7.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 06:00:00,25.077731,121.232822,14,50,7.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 07:00:00,25.077731,121.232822,13.5,45,7.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 08:00:00,25.077731,121.232822,13,60,6.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 09:00:00,25.077731,121.232822,12.6,52,7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 10:00:00,25.077731,121.232822,12,73.3333333333333,5.66666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 11:00:00,25.077731,121.232822,12,63.3333333333333,5.83333333333333
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 12:00:00,25.077731,121.232822,12,80,4.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 13:00:00,25.077731,121.232822,13,85,4.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 14:00:00,25.077731,121.232822,13,98,4
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 15:00:00,25.077731,121.232822,13,90,4.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 16:00:00,25.077731,121.232822,13,75,5.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 17:00:00,25.077731,121.232822,13,60,4.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 18:00:00,25.077731,121.232822,13,70,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 19:00:00,25.077731,121.232822,13.5,80,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 20:00:00,25.077731,121.232822,13.6666666666667,53.3333333333333,3.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 21:00:00,25.077731,121.232822,14,60,4.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 22:00:00,25.077731,121.232822,14,80,5.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-07 23:00:00,25.077731,121.232822,14,80,5.15
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08,25.077731,121.232822,15,75,4.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 01:00:00,25.077731,121.232822,15,70,5.4
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 02:00:00,25.077731,121.232822,15,65,4.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 03:00:00,25.077731,121.232822,15,85,4.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 04:00:00,25.077731,121.232822,15,95,4.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 05:00:00,25.077731,121.232822,15,83.3333333333333,4.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 06:00:00,25.077731,121.232822,15,85,4.6
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 07:00:00,25.077731,121.232822,15,90,5.4
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 08:00:00,25.077731,121.232822,15,85,5.1
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 09:00:00,25.077731,121.232822,15,56.6666666666667,7.06666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 10:00:00,25.077731,121.232822,14.5,55,7.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 11:00:00,25.077731,121.232822,14.5,75,6.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 12:00:00,25.077731,121.232822,14,90,5.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 13:00:00,25.077731,121.232822,14.5,80,6.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 14:00:00,25.077731,121.232822,14.5,70,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 15:00:00,25.077731,121.232822,15,80,7.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 16:00:00,25.077731,121.232822,15.5,80,8.2
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 17:00:00,25.077731,121.232822,15,65,7.45
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 18:00:00,25.077731,121.232822,15,60,6.7
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 19:00:00,25.077731,121.232822,16,60,6.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 20:00:00,25.077731,121.232822,16,65,6.95
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 21:00:00,25.077731,121.232822,16,70,8.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 22:00:00,25.077731,121.232822,16,87.5,8.225
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-08 23:00:00,25.077731,121.232822,16.5,90,8.5
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09,25.077731,121.232822,17.5,95,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 01:00:00,25.077731,121.232822,18,95,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 02:00:00,25.077731,121.232822,18,100,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 03:00:00,25.077731,121.232822,18,90,8.25
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 04:00:00,25.077731,121.232822,19,90,7.86666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 05:00:00,25.077731,121.232822,18.5,95,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 06:00:00,25.077731,121.232822,18,100,9.46666666666667
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 07:00:00,25.077731,121.232822,17,100,10.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 08:00:00,25.077731,121.232822,17,100,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 09:00:00,25.077731,121.232822,17,95,9.8
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 10:00:00,25.077731,121.232822,17,100,9.55
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 11:00:00,25.077731,121.232822,17,100,9.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 12:00:00,25.077731,121.232822,16.5,100,9.675
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 13:00:00,25.077731,121.232822,16.5,100,8.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 14:00:00,25.077731,121.232822,17.5,100,8.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 15:00:00,25.077731,121.232822,18,100,9.05
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 16:00:00,25.077731,121.232822,18,100,9.3
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 17:00:00,25.077731,121.232822,18,107.5,7.325
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 18:00:00,25.077731,121.232822,18,100,5.65
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 19:00:00,25.077731,121.232822,18,95,2.85
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 20:00:00,25.077731,121.232822,17.5,170,0.75
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 21:00:00,25.077731,121.232822,17,135,3.35
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 22:00:00,25.077731,121.232822,17,153.333333333333,1.9
"466860-99999","CHIANG KAI SHEK INTERNATIONAL, TW",2017-03-09 23:00:00,25.077731,121.232822,17,90,2.3
